id,bid,user_id,用户昵称,微博正文,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4497083123484638,IEJzGeCvQ,6311261671,娱乐修,罗志祥放大招，竟让摄影师选择最可爱少女，过程太搞笑了！#罗志祥周扬青分手##彭昱畅承认恋情#L娱乐修的微博视频,,,"罗志祥周扬青分手,彭昱畅承认恋情",1,0,1,2020-04-24 03:53,微博云剪,,"http://f.video.weibocdn.com/s6jMJyLKlx07CJDA07de01041200srDC0E010.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&Expires=1587751707&ssig=PYcHnXOyDX&KID=unistore,video",
4497386170543962,IERst2hvA,3547014561,0625LSF,❤️获取通道看介里🔜O网页链接#罗志祥周扬青分手#一听到这个消息，我震惊了，实在难以接受#421页明星八卦pdf#读完了这个以后我才相信，真的是这样的#罗志祥道歉#，姐妹一起吃瓜哦。O绿洲,,,"罗志祥周扬青分手,421页明星八卦pdf,罗志祥道歉",0,0,0,2020-04-24 23:58,微博 weibo.com,,,
4497386153511307,IERsreJrZ,1860663940,Yin-栋晴,罗志祥周扬青分手的瓜吃的失落了两天之前甜蜜的让人羡慕还要相信爱情吗LYin-栋晴的微博视频,,,,0,0,1,2020-04-24 23:57,iPhone 11 Pro(暗夜绿),,"http://f.video.weibocdn.com/000OElqngx07CKYh3RBJ010412002BnV0E010.mp4?label=mp4_ld&template=360x480.24.0&trans_finger=81b11b8c5ffb62d33ceb3244bdd17e7b&Expires=1587751713&ssig=3P3lu8%2F98i&KID=unistore,video",
4497385960978413,IERs846wR,6470919752,伊丽莎白骨精啊,Hebe田馥甄逆风转发精神科医生对罗志祥事件的看法，文章里称情人之间揭发恶行是一回事，媒体不要过度讨论渣男有多渣或女人觉醒有多强。理性分手是对的。不应该在网络里传播以及津津乐道。不要等孩子成为了恐怖情人，再来抱怨教育少了什么。最后hebe田馥甄表示自己没有挺罗志祥，也没有不挺周扬青,,,,157,602,9869,2020-04-24 23:57,,['http://ww3.sinaimg.cn/large/0073VjPqly1ge5ap6j017j30k91bs79i.jpg'],,
4497385805960137,IERrSp0vf,2107063110,陌路杨薇,这两天被周扬青和罗志祥分手的信息刷屏了！只能感叹，有些人表面特别在乎你说不定都背后翻船，更何况，有些人总拿自己累不那么在乎你的人！记上一笔！,成都·久居福,,,0,0,0,2020-04-24 23:56,红米Redmi,,,
4497385726087019,IERrKpxvJ,6624642371,Cooosita,#罗志祥周扬青分手#还热乎嘛👀,,,罗志祥周扬青分手,0,0,0,2020-04-24 23:56,iPhone客户端,['http://ww1.sinaimg.cn/large/007ekk6vly1ge5aq1aup8j30tp0tpgqw.jpg'],,
4497385721882787,IERrK7TNx,5620119281,宝酱啊1,#张雨绮剪八爪鱼##罗志祥周扬青分手#我的天啊震惊到我了突然想到我之前看的娱乐圈瓜总和看到罗志祥这我惊了还真的挺准挺真的这瓜话说白龙王还蛮厉害的啊还有没吃过这瓜的吗搞起来集美们，无偿分享，还有很多瓜！一起进去吃！记得点赞哦#412事件#,,,"张雨绮剪八爪鱼,罗志祥周扬青分手,412事件",0,13,3,2020-04-24 23:56,iPhone客户端,"['http://ww3.sinaimg.cn/large/0068lrLbgy1ge5apfp2h5j30yi17rdkz.jpg', 'http://ww1.sinaimg.cn/large/0068lrLbgy1ge5apfalh2j30wh1lqgro.jpg']",,
4497385696312253,IERrHqu6x,6571435333,y15576825665,#罗志祥周扬青分手#不知道真假，不清楚他们怎么相处的，身为一个外人不妄加评论。不过单拿这件事当一个故事来看的话，真的毁我三观，人生有几个九年？人间不值得搜集的渣男语录：洪世贤：你好骚啊PGone：这我嫂子陈奕辰：暂停恋爱关系纪凌尘：你喜欢大海，我爱过你具惠善：他只是短暂的爱了我一下刘阳：我爱上了这片森林刘阳：摸她的身体好像摸我自己孔维：我一直没有做太多跟她未来的设想屈楚萧：别挡好姑娘姻缘摊手]今天故事里的:两个人在一起最重要的就是互相信任O罗志祥周扬青分手，对于这个瓜你怎么看?,,,罗志祥周扬青分手,0,0,1,2020-04-24 23:56,vivo Y3标准版,,,
4497385613079838,IERrzcVcO,5608246741,Luluzix,#罗志祥周扬青分手#分手了，不是不能做朋友，只要有一方受伤害了，才做不成朋友。,,,罗志祥周扬青分手,0,0,0,2020-04-24 23:55,iPhone客户端,,,
4497385599932261,IERrxFFPL,3732234973,Distinguished_xin,刷抖音全是一些小网红说“我觉得今天有必要再聊一聊罗志祥和周扬青的事”。我就想问一个个的都有啥可聊的啊？搞得自己多牛逼一样......好像爱情道理你都懂一样，你好像是一个恋爱专家一样。你们那么厉害，怎么不把现如今爱情环境最让人不可思议的那些说法改一改？比如说“真的爱过就是输了”“真心待你就是舔狗”“当海王的最牛逼”这不都是你们日常开玩笑开时间长给大家造成的不正确的价值观吗？现在的年轻人不都是，自己的死对头出轨我们说：“这逼，不得好死。”自己的铁子出轨我们说：“牛逼，注意点宝贝（兄弟）。”自己出轨自己说：“我也无可奈何！”有多少双标狗现在？就包括我自己都是一个双标狗罢了。再比如说pua这个词怎么来的？是不是网络环境导致的？一个博主，两个博主，成千上万个博主自封恋爱专家，教你如何从接触到告白；教你如何智斗小三再到手撕现任；教你用什么语气，什么时间去聊什么。你学的津津有味，自己智商不高pua别人不成没关系，等到自己被pua又开始哭天抹泪。双标狗不？就包括我自己也是个双标狗。林子大什么鸟都有，有人能拍多人运动的片子就有人能真的效仿做出来。你，没看见，是咱们“没见过世面”，并不代表不存在。“海王”这个词能出来，就说明真实存在。要是一些追了好多年的粉丝我也能理解，那些吃瓜的人我也理解，我自己也是个八卦狂，但总想借机蹭热度，说些没营养的杂七杂八，真的让人烦！与其这样，还不如想想怎么改改这一代人的恋爱观。因为，我们这一代，60%人的恋爱观都是畸形的。#罗志祥周扬青分手##海王#,,,"罗志祥周扬青分手,海王",0,0,0,2020-04-24 23:55,格兰芬多的iPhone XS Max,,,
4497385550434336,IERrt1OZq,6382464831,SEHVN_Love,#罗志祥周扬青分手#一个女孩，赌赢了就是张若昀唐艺昕，赌输了的话就是阚清子纪凌尘.情感#情感#,,,"罗志祥周扬青分手,情感",1,1,5,2020-04-24 23:55,小米8青春版 潮流旗舰,"['http://ww1.sinaimg.cn/large/006XWaF9ly1ge5apbfcirj30u00sbdmb.jpg', 'http://ww1.sinaimg.cn/large/006XWaF9ly1ge5apbpjscj30u00pyaar.jpg', 'http://ww2.sinaimg.cn/large/006XWaF9ly1ge5apbz5cij30u00s20t9.jpg', 'http://ww4.sinaimg.cn/large/006XWaF9ly1ge5apc704ej30tw0q2js0.jpg', 'http://ww1.sinaimg.cn/large/006XWaF9ly1ge5apcfg08j30u00p2wfc.jpg', 'http://ww4.sinaimg.cn/large/006XWaF9ly1ge5apcpjpyj30ty0plwfe.jpg', 'http://ww4.sinaimg.cn/large/006XWaF9ly1ge5apcxiarj30u00p2t9i.jpg', 'http://ww1.sinaimg.cn/large/006XWaF9ly1ge5apd5xwqj30u00qy3ze.jpg', 'http://ww3.sinaimg.cn/large/006XWaF9ly1ge5apdchenj30u00s6aas.jpg']",,
4497385537251696,IERrruquQ,5745686680,百萬姨_,去年的瓜终于出来了大晚上睡不着的来吃瓜呀#412事件##罗志祥周扬青分手#,,,"412事件,罗志祥周扬青分手",0,17,3,2020-04-24 23:55,iPhone客户端,['http://ww4.sinaimg.cn/large/006gQjzOly1ge5ap07zbsj30hb0tywft.jpg'],,
4497385508015806,IERroxDhc,1047634752,也太会玩了,罗志祥周扬青分手盘点罗志祥那些历史名场面！#罗志祥道歉##本人黑眼圈声明#L也太会玩了的微博视频,,,"罗志祥道歉,本人黑眼圈声明",0,0,1,2020-04-24 23:55,微博云剪,,"http://f.video.weibocdn.com/sN5OEG94lx07CKY4mNsc01041200Leny0E010.mp4?label=mp4_ld&template=636x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&Expires=1587751713&ssig=r76HKP3HcP&KID=unistore,video",
4497385504286185,IERrohZ21,5544926307,晴天晒鞋,#罗志祥周扬青分手#台上一分钟台下十年功O绿洲L晴天晒鞋的微博视频,,,罗志祥周扬青分手,0,0,0,2020-04-24 23:55,绿洲APP,,"http://oasis.video.weibocdn.com/0mzf02jGlx07CKY61tNS010412006zUp0E012.mp4?label=mp4_ld&template=636x360.25.0&trans_finger=a1a009da50b07f95dd75806c08ccb33f&Expires=1587751713&ssig=sP1yqzWuqp&KID=unistore,video",
4497385495090337,IERrnlmed,5583281090,小溥溥溥溥,他最不该的就是浪费一个女孩的9年。#罗志祥周扬青分手#。,鞍山,,罗志祥周扬青分手,0,0,5,2020-04-24 23:55,荣耀 9X,['http://ww3.sinaimg.cn/large/0065QSsOly1ge5aof1kcaj31400u0ad4.jpg'],,
4497385453926236,IERrjgtoo,7374927519,追星老婆婆,#罗志祥#曾自认感情专一认真，现在是不是有点打脸了～#罗志祥周扬青分手#L追星老婆婆的微博视频,,,"罗志祥,罗志祥周扬青分手",0,1,5,2020-04-24 23:55,热搜小菇凉Android,,"http://f.video.weibocdn.com/DzZrBPcXlx07CKY5ctE4010412009kiW0E010.mp4?label=mp4_ld&template=360x640.24.0&trans_finger=81b11b8c5ffb62d33ceb3244bdd17e7b&Expires=1587751713&ssig=bwuRmn89FB&KID=unistore,video",
4497385449021300,IERriBQQQ,3102262687,清风情感文案,杨坤谈罗志祥周扬青分手事件：最受伤的应该是粉丝！#张雨绮剪八爪鱼##罗志祥周扬青分手#L清风情感文案的微博视频,,,"张雨绮剪八爪鱼,罗志祥周扬青分手",0,35,57,2020-04-24 23:55,情感超话,,"http://f.video.weibocdn.com/000urbbhgx07CKY4P4aQ010412002byt0E010.mp4?label=mp4_ld&template=644x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&Expires=1587751713&ssig=HaKZ6Pe2iI&KID=unistore,video",
4497385445500673,IERrin4Yx,1853942092,真爱王子i,【枝上听风】2020.4.23日9点，罗志祥的前女友周扬青女士发微博，澄清自己和罗志祥已经分手一段时间罗志祥道歉遭全网黑，如此行为还想要原谅?O网页链接,,,,0,1,0,2020-04-24 23:55,UC浏览器Android,['http://ww3.sinaimg.cn/large/6e80e94cgy1ge5ap1bgpyj20u00gvgnv.jpg'],,
4497385420175774,IERrg0JJ4,2471886440,Felix__Lin,#林峰潘霜霜##罗志祥周扬青分手#吃瓜群众吃得拉肚子了🌚🌚,,,"林峰潘霜霜,罗志祥周扬青分手",0,0,0,2020-04-24 23:55,iPhone,,,
4497370328971338,IER2UBDR0,5977253288,搞笑单身狗,"《罗志祥周扬青分手的内幕?后者背景强大,手握重捶前者不敢撕!》-O罗志祥周扬青分手的内幕?后者背景强大,手握重捶前者不敢撕!",,,,0,0,0,2020-04-24 22:55,皮皮时光机,,,
4497370253361001,IER2Ne6lH,6267657741,爱学习的一一呐,#这两天的我##罗志祥周扬青分手##屈楚萧黎梵#感觉现在的狗仔不行啊个个正主微博自爆这样下去你们要失业的好不啦再不挖猛料要下岗的晓不啦①狗仔☞挖猛料☞爆出猛料☞出名☞赚钱②狗仔☞挖猛料☞卖给当事人☞赚钱③正主wb自爆☞吃瓜群众上线☞热搜☞当事人团体公关☞撤热搜☞wb赚钱现在行情这么不好还是需要增强存在感的不然未来狗仔这个行业搞不好会消失的嘞,,,"这两天的我,罗志祥周扬青分手,屈楚萧 黎梵",0,5,18,2020-04-24 22:54,荣耀9 美得有声有色,,,
4497370207212034,IER2Iugb8,6079445377,海不晚-,不得不说小猪这种行为真的很渣#罗志祥周扬青分手#，#421#吃瓜吃到吐#董卿被抓又是什么瓜？我感觉我看过好多次🐖很渣的爆料感觉这种男生只能不玩真感情过下去把，#421页明星八卦pdf#太乱了吧,,,"罗志祥周扬青分手,421",0,11,20,2020-04-24 22:54,HUAWEI nova 3,"['http://ww1.sinaimg.cn/large/006DqJsBly1ge58xxgp8wj30v91voagr.jpg', 'http://ww1.sinaimg.cn/large/006DqJsBly1ge58xxsm5sj30h40h4757.jpg', 'http://ww3.sinaimg.cn/large/006DqJsBly1ge58xy1awuj30v91votfv.jpg', 'http://ww1.sinaimg.cn/large/006DqJsBly1ge58xylqiij30v91vodn0.jpg', 'http://ww2.sinaimg.cn/large/006DqJsBly1ge58xyve8jj30u00u0ta4.jpg', 'http://ww4.sinaimg.cn/large/006DqJsBly1ge58xz9acsj30v91vo45r.jpg', 'http://ww3.sinaimg.cn/large/006DqJsBly1ge58xzq3uhj30v91votfz.jpg', 'http://ww4.sinaimg.cn/large/006DqJsBly1ge58y00kjtj30yi0yidk2.jpg', 'http://ww1.sinaimg.cn/large/006DqJsBly1ge58y0lw7zj30v91voah7.jpg']",,
4497369926570432,IER2grzgI,3809188697,娱玖,前女友谈罗志祥周扬青分手，此女曾是欧弟女朋友，却被罗志祥截胡#色痞diss周扬青##罗志祥道歉#L娱玖的微博视频,,,"色痞diss周扬青,罗志祥道歉",0,1,3,2020-04-24 22:53,微博云剪,,"http://f.video.weibocdn.com/zlLJ5ajflx07CKTQAdXO01041200c3Ye0E010.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&Expires=1587751726&ssig=ei07im8ktG&KID=unistore,video",
4497369921907522,IER2g80eu,1649656393,孤帆远影OL,#张大奕蒋凡##柯洁##罗志祥周扬青分手#一个人是不是歧视女性，从他的言语中就能看出来，不想多说什么，和骨子里歧视女性的男权说再多也没用！,,,"张大奕蒋凡,柯洁,罗志祥周扬青分手",0,0,6,2020-04-24 22:53,HUAWEI P30,,,
4497369851120249,IER294Hqx,5646811463,Yours41L,#罗志祥周扬青分手##周扬青点名蝴蝶姐姐##罗志祥道歉#最近的瓜汇总……吃不完了……,,,"罗志祥周扬青分手,周扬青点名蝴蝶姐姐,罗志祥道歉",0,4,3,2020-04-24 22:53,iPhone客户端,"['http://ww3.sinaimg.cn/large/006a9rCfgy1ge58wc1juij30q819ydn3.jpg', 'http://ww3.sinaimg.cn/large/006a9rCfgy1ge58w9tfxfj30pz179456.jpg', 'http://ww1.sinaimg.cn/large/006a9rCfgy1ge58we79z9j30of17g46i.jpg', 'http://ww2.sinaimg.cn/large/006a9rCfgy1ge58wk9gd4j30yi1pc4qp.jpg']",,
4497369779573983,IER21EaD5,5694859146,ffh0256,当你们还在看#罗志祥周扬青分手#的时候我就在400多页吃瓜了有伙伴在看吗,重庆,,罗志祥周扬青分手,0,1,0,2020-04-24 22:52,vivo AI智慧拍照X21,"['http://ww2.sinaimg.cn/large/006dp30Sly1ge58w72cwnj30u01gsdoc.jpg', 'http://ww4.sinaimg.cn/large/006dp30Sly1ge58w7nkcsj30tw1g410k.jpg', 'http://ww2.sinaimg.cn/large/006dp30Sly1ge58w9umarj30tw1fwn97.jpg']",,
4497369725265879,IER1Wm5Tx,5882481243,楠人楠,杨坤在直播间谈罗志祥，说受伤害最大的是罗志祥粉丝，有没有想收纳过去的意思……还是在蹭热度，毕竟有惊雷这个例子#罗志祥回应##罗志祥周扬青分手#L楠人楠的微博视频,,,"罗志祥回应,罗志祥周扬青分手",3,4,62,2020-04-24 22:52,iPhone客户端,,"http://f.video.weibocdn.com/x8H1GCYKlx07CKTN8rdS010412004zSm0E010.mp4?label=mp4_ld&template=360x640.24.0&trans_finger=81b11b8c5ffb62d33ceb3244bdd17e7b&Expires=1587751726&ssig=BVAU8a9D4C&KID=unistore,video",
4497369703884532,IER1UgixK,2884439867,_铅笔灰,"#罗志祥周扬青分手#我对你太失望了从2011你上快本的""再大力""入坑，你的综艺是我的快乐源泉，甚至每个月我都反反复复重温极挑。昨晚再看已经觉得磕的cp，六只发过的糖变质了。还有这就是街舞，我一直在等第三季你的出现。你的业务能力很强，工作水平杠杠。可是你的行为我无法认可，渣男会有现世报的，或许消失在台前就是恶果吧。想来以后我都很难再欣赏你的幽默。愿你这次真的能反省自己，痛改前非！唉，一声叹息，百种滋味。",,,罗志祥周扬青分手,0,1,4,2020-04-24 22:52,荣耀10 AI变色更潮美,,,
4497369607384294,IER1KuYZw,2644974420,Norararara-,#屈楚萧黎梵##罗志祥周扬青分手#娱乐圈渣男大赛究竟是我们期待已久的小猪胜出还是争先恐后的屈楚萧让我们拭目以待,,,"屈楚萧 黎梵,罗志祥周扬青分手",0,0,8,2020-04-24 22:52,,,,
4497369565728898,IER1Go2lA,6333942582,视频少年,罗志祥30秒电臀第二波#罗志祥周扬青分手#L热门视频合集的微博视频,,,罗志祥周扬青分手,1,3,12,2020-04-24 22:52,微博 weibo.com,,"http://f.video.weibocdn.com/001sAeVZgx07CIURviS4010412005Hzw0E010.mp4?label=mp4_ld&template=636x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&Expires=1587751726&ssig=eDOO%2Flq1Ti&KID=unistore,video",
4497369540424608,IER1E1Msw,5456463211,Panda_Hei,不提前任尊重他人逝者安息🙏🙏🙏#罗志祥周扬青分手#,,,罗志祥周扬青分手,0,0,4,2020-04-24 22:51,,['http://ww3.sinaimg.cn/large/005XgLl9gy1ge58uouivhj30k00k1q9c.jpg'],,
4497369527341672,IER1CuNU4,7244241593,美妆仙女酱,《罗志祥和周扬青分手，合作的艺人避之不及，黄子韬粉丝也太搞笑了》O罗志祥和周扬青分手，合作的艺人避之不及，黄子韬粉丝也太搞笑了,,,,0,0,0,2020-04-24 22:51,皮皮时光机,,,
4497369502059301,IER1A8DIx,5148501485,一只小阿丁呀,#罗志祥周扬青分手#周扬青🐂🍺，是🐷高攀了,,,罗志祥周扬青分手,1,1,16,2020-04-24 22:51,,"['http://ww2.sinaimg.cn/large/005CqAqxly1ge58set5acj30yi0830v9.jpg', 'http://ww1.sinaimg.cn/large/005CqAqxly1ge58sf6704j30yi0az420.jpg', 'http://ww4.sinaimg.cn/large/005CqAqxly1ge58sfifcyj30yi0503zp.jpg']",,
4497369473459772,IER1xew2M,2610508332,房檐上的精灵,#罗志祥周扬青分手#如果一个女人用最好的九年换来一个男人的不珍惜，那他真的非常非常渣。,杭州,,罗志祥周扬青分手,0,0,1,2020-04-24 22:51,nova5Pro人像超级夜景,,,
4497369322693119,IER1ibiBp,1676324390,杂物刊16,#罗志祥周扬青分手#悄无声息的离开是真爱，人尽皆知的宣扬是老死不相往来……,扬州,,罗志祥周扬青分手,0,0,3,2020-04-24 22:51,荣耀V10 我AI的快,,,
4497369305491599,IER1gn2Cb,1633210663,雷点点rr,吃完某大瓜后的内心#罗志祥周扬青分手#L雷点点rr的微博视频,,,罗志祥周扬青分手,0,0,0,2020-04-24 22:51,iPhone客户端,,"http://f.video.weibocdn.com/d18yJRrElx07CKTG1FhC010412001szU0E010.mp4?label=mp4_ld&template=360x632.24.0&trans_finger=81b11b8c5ffb62d33ceb3244bdd17e7b&Expires=1587751726&ssig=ffeWKl0wVV&KID=unistore,video",
4497023283515670,IEI1aeKAm,6345596798,鉲鉲就是发,记录今日从早上睡醒就开始吃瓜一开始是说苹果🍎跟公主吵架闹掰了然后彭彭恋爱被拍中午就是周扬青和罗志祥分手接着彭彭官宣女友是素人然后一直到dq进去再到热搜上出现了潘玮柏接着就是北边那位的传言然后就是卢哥55复播刚刚日常看🍎他在和公主一起直播挺好的今天不算开心睡醒要去体检有点害怕还有五分钟就不能喝水了我要赶快去喝水晚安,,,,0,0,4,2020-04-23 23:56,iPhone客户端,,,
4497023275342292,IEI19mpM0,6363837519,Mokino-麦琦兔兔,#罗志祥周扬青分手#2011年，我也收获了我的爱情，但是万幸我木有遇到像炮王罗志祥那样的人。2015年，我结婚了！现在相爱九年分分合合，吵吵闹闹，柴米油盐，起码这最美好的九年我赢了很多人！谢谢我家大宝宝,,,罗志祥周扬青分手,0,0,1,2020-04-23 23:56,小米9 SE,"['http://ww3.sinaimg.cn/large/006WG0QDly1ge453jh69nj31400u0jx1.jpg', 'http://ww2.sinaimg.cn/large/006WG0QDly1ge453l6981j30u0142tc7.jpg', 'http://ww2.sinaimg.cn/large/006WG0QDly1ge453mjfryj30u0140q7j.jpg']",,
4497023262713389,IEI18bnSl,2614421085,陳奕瑋_,#上海##罗志祥##罗志祥周扬青分手#我没有不可告人的秘密，我有四个手机。,上海,,"上海,罗志祥,罗志祥周扬青分手",0,0,2,2020-04-23 23:55,iPhone客户端,['http://ww2.sinaimg.cn/large/9bd4e65dly1ge451x8iapj21hs200x4m.jpg'],,
4497023237430499,IEI15vb0L,5750874733,听说有人想我i,原来女孩用九年的青春也换不到婚纱🚶🏼‍♂️#罗志祥周扬青分手#,,,罗志祥周扬青分手,0,0,1,2020-04-23 23:55,iPhone客户端,,,
4497023233852325,IEI15gaah,6430523496,搞笑桓,《周扬青首说与罗志祥分手原因：他把多个女生约到酒店，毁了我三观》O周扬青首说与罗志祥分手原因：他把多个女生约到酒店，毁了我三观,,,,0,0,0,2020-04-23 23:55,微博 weibo.com,,,
4497023229642328,IEI14Espq,7338154728,娱乐娴,炖雪梨吴倩再遇初恋，张新成快出来，要被挖墙脚啦~#罗志祥曾截胡欧弟女友##罗志祥周扬青分手#L娱乐娴的微博视频,,,"罗志祥曾截胡欧弟女友,罗志祥周扬青分手",0,0,3,2020-04-23 23:55,微博云剪,,"http://f.video.weibocdn.com/PVbYpmLvlx07CJneO1WE0104120085vJ0E010.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&Expires=1587751737&ssig=8aE1O4foxZ&KID=unistore,video",
4497023224582190,IEI14je2i,5152021730,娱乐圈新青年,明星八卦周扬青能够在微博公开说而且罗志祥没有否认没有发律师函，那肯定就是真的了。我一个月前就说过两人是1月底分手，但4月4日的时候罗志祥就在泳池别墅开party，约了20多个女生一起玩，丝毫没有分手的悲痛。他的黑历史也挺多的，之前和欧弟是一个组合，然后勾搭上了欧弟女友，两人就此闹翻。还有“裸聊门”一名自称Fanny的女网友主动爆料罗志祥跟她裸聊，爆出后罗志祥声称自己是诚心交朋友，女网友却说，罗志祥本身就爱裸聊，甚至直接晒出多页聊天记录包括罗志祥发的激情短信。他的绯闻女友也超多比如李毓芬、林心如等，同时2019年6月19日，台媒又曝光罗志祥在跟周扬青交往期间出轨演员于大梦。罗志祥跟自己经纪人小霜也是相当暧昧引人怀疑，周扬青高调秀恩爱，小霜就各种内涵，还晒出了和罗志祥的超多同款，暗搓搓的各种秀，被网友扒出来后，罗志祥和小霜也没想着避嫌。罗志祥这次是坐实渣男名号，锤了。他以后的发展肯定凉凉，他这两年主要的活动和热度来源都是上综艺，现在名声口碑一落千丈，势必没有综艺节目敢再用他，以后应该是得回台湾发展了，看看台湾还有没有节目敢用他吧。《创造营》他前面几期因为需要隔离就没录制，幸好没有录制，这个节目肯定是要换人了，他之前谈的《这就是街舞》也得换人了。,,,,0,0,14,2020-04-23 23:55,明星八卦超话,,,
4497023216991941,IEI13tkVf,5637342491,Dimples_smile,时光是检验等待是否值得的最好证明⚡一个女生九年的大好青春终究是错付了#罗志祥周扬青分手#,,,罗志祥周扬青分手,0,0,0,2020-04-23 23:55,vivo X21屏幕指纹手机,,,
4497023196163573,IEI11pRqt,1846620575,忧郁王子吼吼吼,罗志祥出世了侬晓得了伐啦？很有料的样子#罗志祥周扬青分手#,,,罗志祥周扬青分手,0,0,0,2020-04-23 23:55,荣耀7X 全面屏手机,,,
4497023179304781,IEI0ZD2B7,3106115790,在线懵逼小张_,#马蓉评论周扬青罗志祥分手#狗改不了吃屎,,,马蓉评论周扬青罗志祥分手,0,0,6,2020-04-23 23:55,HUAWEI Mate 20,,,
4497023132596130,IEI0VaTn4,3127112412,开心小政,#罗志祥周扬青分手#罗志祥和周扬青分手，深表痛心！2020年4月份，凡姓罗和姓周的、有朋友姓罗或姓周的找我买软件，一律打折，别问为什么，因为我相信爱情,杭州,,罗志祥周扬青分手,0,0,6,2020-04-23 23:55,vivo iQOO生而强悍,['http://ww3.sinaimg.cn/large/ba63f2dcly1ge452t48x2j20hc0m8go6.jpg'],,
4497023119960417,IEI0TFN9T,1738593343,Etsuko_Chan,#罗志祥手机##罗志祥周扬青分手#我的天啊震惊到我了突然想到我之前看的娱乐圈瓜总和看到罗志祥这我惊了还真的挺准挺真的这瓜话说白龙王还蛮厉害的啊还有没吃过这瓜的吗搞起来集美们，无偿分享[doge]，记得点赞哦#412事件#,,,"罗志祥手机,罗志祥周扬青分手,412事件",1,136,69,2020-04-23 23:55,nova4自拍极点全面屏,['http://ww4.sinaimg.cn/large/67a0d43fgy1ge4529k4ltj20ps0prjs9.jpg'],,
4497023112077786,IEI0T8IwG,3853342887,欧尼酱Tao,看到了几句话，真搞笑#罗志祥周扬青分手#PGone：这我嫂子陈奕辰：暂停恋爱关系李晨：捡到一颗心形石头刘阳：我爱上了这片森林纪凌尘：你喜欢大海，我爱过你刘阳：摸她的身体好像摸我自己孔维：我一直没有做太多跟她未来的设想屈楚萧：别挡好姑娘姻缘罗志祥:两个人在一起最重要的就是互相信任,武汉,,罗志祥周扬青分手,1,0,0,2020-04-23 23:55,iPhone客户端,"['http://ww4.sinaimg.cn/large/e5ad58a7gy1ge452q339sj20j60j6mz4.jpg', 'http://ww3.sinaimg.cn/large/e5ad58a7gy1ge452qeqmpj20h20h4jtj.jpg']",,
4497023111982261,IEI0T8jFX,2131844033,麻辣鸡汁小蚊子,#罗志祥周扬青分手#没睡的小朋友还有想吃瓜的嘛，421pdf你值得拥有~,,,罗志祥周扬青分手,0,19,5,2020-04-23 23:55,iPhone 6s Plus,"['http://ww2.sinaimg.cn/large/7f115bc1gy1ge452k38whj20pz12mgpn.jpg', 'http://ww1.sinaimg.cn/large/7f115bc1gy1ge452l11sdj20u01g2jw9.jpg', 'http://ww1.sinaimg.cn/large/7f115bc1gy1ge452ki4ljj20sy0axacm.jpg']",,
4497023107154931,IEI0Su1k7,5474876773,99EVA,唯一再也不是那个＂唯一＂她终究没能成为那个改变他的人#罗志祥周扬青分手#他其实没那么喜欢你,,,罗志祥周扬青分手,0,0,0,2020-04-23 23:55,HUAWEI nova 3e,"['http://ww3.sinaimg.cn/large/005Yw1y5ly1ge450wnl0lj30zk0hpagb.jpg', 'http://ww1.sinaimg.cn/large/005Yw1y5ly1ge450xcg7zj30u02fuwr2.jpg']",,
4497023099144984,IEI0RCn1K,5888620888,追剧小颂er,#罗志祥周扬青分手#早些年的采访真的是睁眼说瞎话脱粉,,,罗志祥周扬青分手,0,0,1,2020-04-23 23:55,小米8周年旗舰手机,['http://ww1.sinaimg.cn/large/006qw3igly1ge452czj1aj30k034n4b7.jpg'],,
4497038546964319,IEIpMtdJJ,5180867215,佳迩妞妞,#罗志祥周扬青分手#如果周扬青早早看过421，也不会傻傻被骗这么多年了！！,重庆,,罗志祥周扬青分手,0,1,0,2020-04-24 00:56,iPhone客户端,,,
4497038521253156,IEIpK5g0c,1685855693,雪糕小圓圓,這睡覺一天比一天晚真怕有一天我也成了羅志祥的黑眼圈👀成了那樣的黑眼圈眼睛還沒人家大我還是趕緊睡覺吧😂⋯⋯#罗志祥周扬青分手#,,,罗志祥周扬青分手,0,0,1,2020-04-24 00:56,iPhone客户端,,,
